SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,GradeTested,ELATotalTestedNotTested,ELATotalTested,ELAMetStandardIncludingPrevPass,ELAPercentMetStandardIncludingPrevPass,ELAMetStandardWithoutPrevPass,ELAPercentMetStandardWithoutPrevPass,ELAPercentMetStandardExcludingNoScore,ELALevel1,ELAPercentLevel1,ELALevel2,ELAPercentLevel2,ELALevelBasic,ELAPercentLevelBasic,ELALevel3,ELAPercentLevel3,ELALevel4,ELAPercentLevel4,ELANoScore,ELAPercentNoScore,ELANotMet,ELAPercentNotMet,ELAExcusedAbsence,ELAExempted,ELAWAASPORT,ELAWAASDAPE,MathTotalTestedNotTested,MathTotalTested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,ELALevelIndex,MathLevelIndex
2014-15,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,3,1401,1392,659,47,659,47,47.3,330,23.5,403,28.69,0,0,362,25.8,297,21.1,9,0.6,742,52.89,,64,19,,1405,1395,776,55.2,776,55.2,55.6,279,19.8,340,24.1,0,0,507,36,269,19.1,10,0.7,629,44.7,,69,19,,2.43,2.52
2014-15,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,4,1391,1382,731,52.5,731,52.5,52.9,350,25.1,301,21.6,0,0,417,29.89,314,22.5,9,0.6,660,47.39,,55,22,,1389,1381,729,52.39,729,52.39,52.8,221,15.9,431,31,0,0,449,32.29,280,20.1,8,0.5,660,47.5,,59,21,,2.48,2.55
2014-15,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,5,1345,1334,722,53.6,722,53.6,54.1,303,22.5,309,22.89,0,0,479,35.6,243,18,11,0.8,623,46.29,,54,17,,1345,1331,600,44.6,600,44.6,45.1,339,25.19,392,29.1,0,0,268,19.89,332,24.6,14,1,745,55.29,,56,17,,2.47,2.41
2014-15,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,6,1306,1300,599,45.79,599,45.79,46.1,339,25.89,362,27.69,1,0,439,33.6,159,12.09,6,0.4,707,54.1,,76,18,,1306,1300,545,41.7,545,41.7,41.9,325,24.8,430,32.89,0,0,320,24.5,225,17.19,6,0.4,761,58.2,,76,19,,2.3,2.33
2014-15,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,7,1319,1308,634,48,634,48,48.5,289,21.89,385,29.1,0,0,493,37.29,141,10.59,11,0.8,685,51.89,1,59,9,,1319,1305,539,40.79,539,40.79,41.3,348,26.3,418,31.6,0,0,344,26,195,14.69,14,1,780,59.1,1,58,9,,2.34,2.26
2014-15,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,8,1372,1360,631,45.89,631,45.89,46.4,300,21.8,429,31.19,1,0,509,37,121,8.8,12,0.8,741,54,5,85,12,,1375,1363,507,36.79,507,36.79,37.2,457,33.2,399,29,0,0,307,22.3,200,14.5,12,0.8,868,63.1,5,86,12,,2.3,2.16
2014-15,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,11,1249,1128,607,48.5,607,48.5,53.8,216,17.19,305,24.39,5,0.4,419,33.5,183,14.59,121,9.59,642,51.39,31,114,16,,1226,1054,200,16.3,200,16.3,19,560,45.6,294,23.89,2,0.1,139,11.3,59,4.79,172,14,1026,83.59,53,123,14,,2.25,1.46
2014-15,Educational Service District 105,20,Klickitat,20203,Bickleton School District,3,5,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 105,20,Klickitat,20203,Bickleton School District,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 105,20,Klickitat,20203,Bickleton School District,5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 105,20,Klickitat,20203,Bickleton School District,6,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 105,20,Klickitat,20203,Bickleton School District,7,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 105,20,Klickitat,20203,Bickleton School District,8,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 105,20,Klickitat,20203,Bickleton School District,11,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,3,155,154,59,38,59,38,38.3,50,32.2,45,29,0,0,38,24.5,21,13.5,1,0.6,96,61.89,,4,,,155,154,74,47.7,74,47.7,48.1,29,18.69,51,32.89,0,0,50,32.2,24,15.4,1,0.6,81,52.2,,4,,,2.18,2.43
2014-15,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,4,172,168,77,44.7,77,44.7,45.8,39,22.6,52,30.19,0,0,41,23.8,36,20.89,4,2.29,95,55.2,,7,3,,173,170,83,47.89,83,47.89,48.8,25,14.4,62,35.79,0,0,50,28.89,33,19,3,1.7,90,52,,6,3,,2.38,2.49
2014-15,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,5,152,152,75,49.29,75,49.29,49.3,36,23.6,41,26.89,0,0,48,31.5,27,17.69,0,0,77,50.6,,7,,,152,151,58,38.1,58,38.1,38.4,49,32.2,44,28.89,0,0,34,22.3,24,15.69,1,0.6,94,61.79,,7,,,2.43,2.2
2014-15,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,6,154,154,69,44.79,69,44.79,44.8,44,28.5,41,26.6,0,0,53,34.39,16,10.3,0,0,85,55.1,,9,1,,153,153,50,32.6,50,32.6,32.7,55,35.89,48,31.3,0,0,35,22.8,15,9.8,0,0,103,67.29,,9,1,,2.26,2.06
2014-15,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,7,185,183,92,49.7,92,49.7,50.3,34,18.3,57,30.8,0,0,65,35.1,27,14.5,2,1,93,50.2,,11,2,,184,183,89,48.29,89,48.29,48.6,39,21.1,55,29.8,0,0,47,25.5,42,22.8,1,0.5,95,51.6,,12,2,,2.43,2.48
2014-15,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,8,152,152,87,57.2,87,57.2,57.2,24,15.69,41,26.89,0,0,59,38.79,28,18.39,0,0,65,42.7,2,18,,,153,151,56,36.6,56,36.6,37.1,51,33.29,44,28.69,0,0,31,20.19,25,16.3,2,1.3,97,63.29,2,17,,,2.59,2.16
2014-15,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,11,159,114,67,42.1,67,42.1,58.8,21,13.19,26,16.3,1,0.6,37,23.19,29,18.19,45,28.3,92,57.79,,17,5,,159,96,24,15,24,15,25,54,33.89,18,11.3,0,0,13,8.09,11,6.9,63,39.6,135,84.9,,19,4,,1.88,1.08
2014-15,Educational Service District 113,21,Lewis,21234,Boistfort School District,3,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 113,21,Lewis,21234,Boistfort School District,4,12,12,3,25,3,25,25,8,66.59,1,8.3,0,0,3,25,0,0,0,0,9,75,,1,,,12,12,1,8.3,1,8.3,8.3,4,33.29,7,58.29,0,0,1,8.3,0,0,0,0,11,91.59,,1,,,1.58,1.75
2014-15,Educational Service District 113,21,Lewis,21234,Boistfort School District,5,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 113,21,Lewis,21234,Boistfort School District,6,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 113,21,Lewis,21234,Boistfort School District,7,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 113,21,Lewis,21234,Boistfort School District,8,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,3,382,380,205,53.6,205,53.6,53.9,93,24.3,82,21.39,1,0.2,97,25.3,107,28,2,0.5,177,46.29,,16,6,,377,374,214,56.7,214,56.7,57.2,72,19,88,23.3,1,0.2,105,27.8,108,28.6,3,0.7,163,43.2,,17,6,,2.55,2.63
2014-15,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,4,408,401,186,45.5,186,45.5,46.4,137,33.5,78,19.1,2,0.4,86,21,98,24,7,1.7,222,54.39,,19,3,,402,392,185,46,185,46,47.2,93,23.1,114,28.3,3,0.7,115,28.6,67,16.6,10,2.39,217,53.89,,23,3,,2.31,2.32
2014-15,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,5,354,346,178,50.2,178,50.2,51.4,96,27.1,72,20.3,0,0,123,34.7,55,15.5,8,2.2,176,49.7,,19,3,,352,344,137,38.89,137,38.89,39.8,99,28.1,108,30.6,0,0,61,17.3,76,21.5,8,2.2,215,61,,22,3,,2.34,2.27
2014-15,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,6,338,336,122,36,122,36,36.3,108,31.89,106,31.3,0,0,93,27.5,29,8.5,2,0.5,216,63.89,,15,,,335,332,115,34.29,115,34.29,34.6,119,35.5,98,29.19,3,0.8,64,19.1,48,14.3,3,0.8,220,65.59,,15,,,2.11,2.08
2014-15,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,7,311,306,163,52.39,163,52.39,53.3,82,26.3,61,19.6,3,0.9,122,39.2,38,12.19,5,1.6,148,47.5,,24,3,,311,305,103,33.1,103,33.1,33.8,97,31.1,105,33.7,2,0.6,64,20.5,37,11.8,6,1.89,208,66.79,,23,3,,2.32,2.07
2014-15,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,8,304,301,150,49.29,150,49.29,49.8,65,21.3,86,28.19,4,1.3,104,34.2,42,13.8,3,0.9,154,50.6,,18,,,302,298,81,26.8,81,26.8,27.2,135,44.7,82,27.1,0,0,44,14.5,37,12.19,4,1.3,221,73.09,,18,,,2.35,1.91
2014-15,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,11,316,154,58,18.3,58,18.3,37.7,55,17.39,41,12.9,0,0,45,14.19,13,4.09,162,51.2,258,81.59,1,44,3,,319,155,25,7.79,25,7.79,16.1,98,30.69,32,10,0,0,23,7.2,2,0.6,164,51.39,294,92.09,2,42,1,,1.02,0.75
2014-15,North Central Educational Service District 171,24,Okanogan,24111,Brewster School District,3,84,84,24,28.5,24,28.5,28.6,30,35.7,30,35.7,0,0,13,15.4,11,13,0,0,60,71.4,,9,,,85,85,27,31.69,27,31.69,31.8,27,31.69,31,36.39,0,0,22,25.8,5,5.79,0,0,58,68.2,,9,,,2.05,2.05
2014-15,North Central Educational Service District 171,24,Okanogan,24111,Brewster School District,4,61,61,20,32.7,20,32.7,32.8,27,44.2,14,22.89,0,0,15,24.5,5,8.09,0,0,41,67.2,,3,,,61,61,23,37.7,23,37.7,37.7,9,14.69,29,47.5,0,0,16,26.19,7,11.4,0,0,38,62.2,,3,,,1.96,2.34
2014-15,North Central Educational Service District 171,24,Okanogan,24111,Brewster School District,5,68,68,12,17.6,12,17.6,17.6,29,42.6,27,39.7,0,0,11,16.1,1,1.39,0,0,56,82.29,,7,2,,68,68,11,16.1,11,16.1,16.2,29,42.6,28,41.1,0,0,10,14.69,1,1.39,0,0,57,83.79,,7,2,,1.76,1.74
2014-15,North Central Educational Service District 171,24,Okanogan,24111,Brewster School District,6,60,60,12,20,12,20,20,23,38.29,25,41.6,0,0,10,16.6,2,3.29,0,0,48,80,,4,,,60,59,8,13.3,8,13.3,13.6,29,48.29,22,36.6,0,0,4,6.59,4,6.59,1,1.6,52,86.59,,4,,,1.84,1.68
2014-15,North Central Educational Service District 171,24,Okanogan,24111,Brewster School District,7,75,75,12,16,12,16,16,37,49.29,26,34.6,0,0,12,16,0,0,0,0,63,84,,2,,,75,75,9,12,9,12,12,35,46.6,31,41.29,0,0,8,10.59,1,1.3,0,0,66,88,,3,,,1.66,1.66
2014-15,North Central Educational Service District 171,24,Okanogan,24111,Brewster School District,8,68,68,14,20.5,14,20.5,20.6,33,48.5,21,30.8,0,0,12,17.6,2,2.89,0,0,54,79.4,,3,1,,68,68,9,13.19,9,13.19,13.2,37,54.39,22,32.29,0,0,7,10.19,2,2.89,0,0,59,86.7,,3,1,,1.74,1.61
2014-15,North Central Educational Service District 171,24,Okanogan,24111,Brewster School District,11,60,57,17,28.3,17,28.3,29.8,21,35,19,31.6,0,0,13,21.6,4,6.59,3,5,43,71.59,1,9,,,61,58,7,11.4,7,11.4,12.1,34,55.7,17,27.8,0,0,3,4.9,4,6.5,3,4.9,54,88.5,,10,,,1.89,1.52
2014-15,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,3,67,63,18,26.8,18,26.8,28.6,24,35.79,21,31.3,0,0,13,19.39,5,7.4,4,5.9,49,73.09,,5,1,,67,66,16,23.8,16,23.8,24.2,25,37.29,25,37.29,0,0,15,22.3,1,1.39,1,1.39,51,76.09,,5,,,1.86,1.84
2014-15,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,4,64,63,18,28.1,18,28.1,28.6,28,43.7,17,26.5,0,0,13,20.3,5,7.79,1,1.5,46,71.79,,7,,,64,64,15,23.39,15,23.39,23.4,20,31.19,29,45.29,0,0,12,18.69,3,4.59,0,0,49,76.5,,7,,,1.89,1.96
2014-15,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,5,57,57,17,29.8,17,29.8,29.8,27,47.29,13,22.8,0,0,14,24.5,3,5.2,0,0,40,70.09,,6,1,,57,57,8,14,8,14,14,32,56.1,17,29.8,0,0,3,5.2,5,8.69,0,0,49,85.9,,6,,,1.87,1.66
2014-15,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,6,52,51,17,32.6,17,32.6,33.3,15,28.8,19,36.5,0,0,10,19.19,7,13.4,1,1.89,35,67.29,,5,,,53,53,12,22.6,12,22.6,22.6,13,24.5,28,52.79,0,0,7,13.19,5,9.4,0,0,41,77.29,,3,,,2.13,2.07
2014-15,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,7,60,58,24,40,24,40,41.4,19,31.6,15,25,0,0,20,33.29,4,6.59,2,3.29,36,60,,4,,,61,61,17,27.8,17,27.8,27.9,19,31.1,25,40.89,0,0,12,19.6,5,8.09,0,0,44,72.09,,3,,,2.08,2.04
2014-15,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,8,61,61,23,37.7,23,37.7,37.7,17,27.8,21,34.39,0,0,18,29.5,5,8.09,0,0,38,62.2,,5,,,61,60,14,22.89,14,22.89,23.3,28,45.89,18,29.5,0,0,7,11.4,7,11.4,1,1.6,47,77,,5,,,2.17,1.85
2014-15,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,11,53,52,40,75.4,40,75.4,76.9,0,0,12,22.6,0,0,23,43.29,17,32,1,1.8,13,24.5,,11,,,53,52,19,35.79,19,35.79,36.5,12,22.6,21,39.6,0,0,16,30.1,3,5.59,1,1.8,34,64.09,,10,,,3.03,2.14
2014-15,Olympic Educational Service District 114,16,Jefferson,16046,Brinnon School District,3,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Olympic Educational Service District 114,16,Jefferson,16046,Brinnon School District,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Olympic Educational Service District 114,16,Jefferson,16046,Brinnon School District,5,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Olympic Educational Service District 114,16,Jefferson,16046,Brinnon School District,6,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Olympic Educational Service District 114,16,Jefferson,16046,Brinnon School District,7,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Olympic Educational Service District 114,16,Jefferson,16046,Brinnon School District,8,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Northwest Educational Service District 189,29,Skagit,29100,Burlington-Edison School District,3,282,278,110,39,110,39,39.6,104,36.79,64,22.6,0,0,55,19.5,55,19.5,4,1.39,172,60.89,,15,1,,282,280,125,44.29,125,44.29,44.6,86,30.39,69,24.39,0,0,87,30.8,38,13.4,2,0.7,157,55.6,,12,1,,2.18,2.25
2014-15,Northwest Educational Service District 189,29,Skagit,29100,Burlington-Edison School District,4,286,284,111,38.79,111,38.79,39.1,113,39.5,60,20.89,0,0,63,22,48,16.69,2,0.6,175,61.1,,15,6,,286,284,95,33.2,95,33.2,33.5,76,26.5,113,39.5,2,0.6,71,24.8,22,7.59,2,0.6,191,66.7,,14,6,,2.14,2.1
2014-15,Northwest Educational Service District 189,29,Skagit,29100,Burlington-Edison School District,5,298,296,129,43.2,129,43.2,43.6,116,38.89,51,17.1,0,0,79,26.5,50,16.69,2,0.6,169,56.7,2,14,1,,298,297,109,36.5,109,36.5,36.7,103,34.5,85,28.5,0,0,56,18.69,53,17.69,1,0.3,189,63.39,2,14,1,,2.19,2.18
2014-15,Northwest Educational Service District 189,29,Skagit,29100,Burlington-Edison School District,6,254,253,103,40.5,103,40.5,40.7,61,24,89,35,1,0.3,73,28.69,29,11.4,1,0.3,151,59.39,,8,,,253,252,77,30.39,77,30.39,30.6,92,36.29,83,32.79,1,0.3,52,20.5,24,9.4,1,0.3,176,69.5,,9,,,2.26,2.01
2014-15,Northwest Educational Service District 189,29,Skagit,29100,Burlington-Edison School District,7,244,242,126,51.6,126,51.6,52.1,53,21.69,63,25.8,0,0,85,34.79,41,16.8,2,0.8,118,48.29,2,13,4,,245,241,102,41.6,102,41.6,42.3,74,30.19,65,26.5,0,0,64,26.1,38,15.5,4,1.6,143,58.29,2,13,4,,2.45,2.23
2014-15,Northwest Educational Service District 189,29,Skagit,29100,Burlington-Edison School District,8,292,290,151,51.7,151,51.7,52.1,63,21.5,76,26,0,0,115,39.29,36,12.3,2,0.6,141,48.2,,9,4,,291,289,110,37.79,110,37.79,38.1,117,40.2,62,21.3,0,0,57,19.5,53,18.19,2,0.6,181,62.1,1,10,4,,2.41,2.14
2014-15,Northwest Educational Service District 189,29,Skagit,29100,Burlington-Edison School District,11,274,94,41,14.9,41,14.9,43.6,14,5.09,39,14.19,0,0,31,11.3,10,3.6,180,65.59,233,85,,22,2,,274,78,16,5.79,16,5.79,20.5,40,14.5,22,8,0,0,14,5.09,2,0.7,196,71.5,258,94.09,,22,2,,0.82,0.49
2014-15,Educational Service District 112,06,Clark,06117,Camas School District,3,532,529,411,77.2,411,77.2,77.7,35,6.5,83,15.59,0,0,142,26.6,269,50.5,3,0.5,121,22.69,,15,5,,533,530,430,80.59,430,80.59,81.1,34,6.29,66,12.3,0,0,187,35,243,45.5,3,0.5,103,19.3,,16,5,,3.19,3.18
2014-15,Educational Service District 112,06,Clark,06117,Camas School District,4,470,466,372,79.09,372,79.09,79.8,41,8.69,53,11.19,0,0,118,25.1,254,54,4,0.8,98,20.8,,14,5,,470,466,337,71.7,337,71.7,72.3,33,7,96,20.39,0,0,152,32.29,185,39.29,4,0.8,133,28.19,,14,5,,3.22,3.02
2014-15,Educational Service District 112,06,Clark,06117,Camas School District,5,505,501,391,77.4,391,77.4,78,47,9.3,63,12.4,0,0,185,36.6,206,40.7,4,0.7,114,22.5,,14,3,,502,498,339,67.5,339,67.5,68.1,60,11.9,99,19.69,0,0,146,29,193,38.39,4,0.7,163,32.39,,15,3,,3.07,2.92
2014-15,Educational Service District 112,06,Clark,06117,Camas School District,6,576,572,443,76.9,443,76.9,77.4,38,6.5,91,15.69,0,0,214,37.1,229,39.7,4,0.6,133,23,,13,4,,575,569,373,64.79,373,64.79,65.6,70,12.09,126,21.89,0,0,143,24.8,230,40,6,1,202,35.1,1,13,4,,3.08,2.9
2014-15,Educational Service District 112,06,Clark,06117,Camas School District,7,530,523,441,83.2,441,83.2,84.3,28,5.2,54,10.09,0,0,239,45,202,38.1,7,1.3,89,16.69,,6,4,,528,521,358,67.79,358,67.79,68.7,58,10.9,105,19.8,0,0,140,26.5,218,41.2,7,1.3,170,32.1,,9,3,,3.13,2.95
2014-15,Educational Service District 112,06,Clark,06117,Camas School District,8,529,522,427,80.7,427,80.7,81.8,25,4.7,70,13.19,0,0,193,36.39,234,44.2,7,1.3,102,19.19,2,19,9,,526,517,381,72.4,381,72.4,73.7,59,11.19,77,14.59,0,0,108,20.5,273,51.89,9,1.7,145,27.5,3,21,9,,3.17,3.09
2014-15,Educational Service District 112,06,Clark,06117,Camas School District,11,505,302,180,35.6,180,35.6,59.6,52,10.19,70,13.8,4,0.7,93,18.39,83,16.39,203,40.1,325,64.29,,21,7,,503,307,106,21,106,21,34.5,110,21.8,91,18,0,0,59,11.69,47,9.3,196,38.89,397,78.9,,22,9,,1.59,1.3
2014-15,Olympic Educational Service District 114,05,Clallam,05401,Cape Flattery School District,3,33,32,17,51.5,17,51.5,53.1,3,9,12,36.29,1,3,10,30.3,6,18.1,1,3,16,48.39,,1,1,,35,34,28,80,28,80,82.4,0,0,6,17.1,0,0,19,54.2,9,25.69,1,2.79,7,20,,1,1,,2.45,3
2014-15,Olympic Educational Service District 114,05,Clallam,05401,Cape Flattery School District,4,26,26,21,80.7,21,80.7,80.8,1,3.79,4,15.3,0,0,14,53.79,7,26.89,0,0,5,19.19,,2,,,26,26,18,69.2,18,69.2,69.2,0,0,8,30.69,0,0,10,38.39,8,30.69,0,0,8,30.69,,2,,,3.03,2.99
2014-15,Olympic Educational Service District 114,05,Clallam,05401,Cape Flattery School District,5,35,35,24,68.5,24,68.5,68.6,2,5.7,9,25.69,2,5.7,18,51.39,4,11.4,0,0,11,31.39,,,,,35,35,24,68.5,24,68.5,68.6,1,2.79,10,28.5,2,5.7,13,37.1,9,25.69,0,0,11,31.39,,,,,2.57,2.74
2014-15,Olympic Educational Service District 114,05,Clallam,05401,Cape Flattery School District,6,41,41,15,36.5,15,36.5,36.6,12,29.19,14,34.1,2,4.79,11,26.8,2,4.79,0,0,26,63.39,,1,,,41,41,12,29.19,12,29.19,29.3,12,29.19,17,41.39,1,2.39,8,19.5,3,7.29,0,0,29,70.7,,1,,,1.97,2
2014-15,Olympic Educational Service District 114,05,Clallam,05401,Cape Flattery School District,7,28,28,13,46.39,13,46.39,46.4,11,39.2,4,14.19,0,0,11,39.2,2,7.09,0,0,15,53.5,,,,,28,28,13,46.39,13,46.39,46.4,10,35.7,5,17.8,0,0,8,28.5,5,17.8,0,0,15,53.5,,,,,2.14,2.28
2014-15,Olympic Educational Service District 114,05,Clallam,05401,Cape Flattery School District,8,32,31,11,34.29,11,34.29,35.5,12,37.5,8,25,2,6.2,5,15.59,4,12.5,1,3.1,21,65.59,,,1,,32,31,14,43.7,14,43.7,45.2,10,31.19,7,21.8,1,3.1,10,31.19,3,9.3,1,3.1,18,56.2,,,1,,1.84,2.06
2014-15,Olympic Educational Service District 114,05,Clallam,05401,Cape Flattery School District,11,35,18,10,28.5,10,28.5,55.6,5,14.19,3,8.5,0,0,5,14.19,5,14.19,17,48.5,25,71.4,,3,,,35,21,2,5.7,2,5.7,9.5,8,22.8,11,31.39,0,0,1,2.79,1,2.79,14,40,33,94.2,,3,,,1.31,1.05
2014-15,Puget Sound Educational Service District 121,27,Pierce,27019,Carbonado School District,3,19,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Puget Sound Educational Service District 121,27,Pierce,27019,Carbonado School District,4,20,20,16,80,16,80,80,0,0,4,20,1,5,4,20,11,55,0,0,4,20,,,,,20,20,14,70,14,70,70,1,5,5,25,0,0,6,30,8,40,0,0,6,30,,,,,3.2,3.05
2014-15,Puget Sound Educational Service District 121,27,Pierce,27019,Carbonado School District,5,24,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Puget Sound Educational Service District 121,27,Pierce,27019,Carbonado School District,6,23,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Puget Sound Educational Service District 121,27,Pierce,27019,Carbonado School District,7,19,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Puget Sound Educational Service District 121,27,Pierce,27019,Carbonado School District,8,20,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,North Central Educational Service District 171,04,Chelan,04228,Cascade School District,3,83,82,45,54.2,45,54.2,54.9,14,16.8,23,27.69,0,0,23,27.69,22,26.5,1,1.19,38,45.7,,5,,,82,82,38,46.29,38,46.29,46.3,24,29.19,20,24.3,0,0,21,25.6,17,20.69,0,0,44,53.6,,6,,,2.61,2.37
2014-15,North Central Educational Service District 171,04,Chelan,04228,Cascade School District,4,71,69,41,57.7,41,57.7,59.4,12,16.89,16,22.5,0,0,16,22.5,25,35.2,2,2.79,30,42.2,1,1,,,71,69,41,57.7,41,57.7,59.4,7,9.8,21,29.5,2,2.79,23,32.29,16,22.5,2,2.79,30,42.2,1,1,,,2.7,2.56
2014-15,North Central Educational Service District 171,04,Chelan,04228,Cascade School District,5,90,88,49,54.39,49,54.39,55.7,23,25.5,16,17.69,1,1.1,23,25.5,25,27.69,2,2.2,41,45.5,,2,2,,90,90,43,47.7,43,47.7,47.8,23,25.5,24,26.6,1,1.1,10,11.09,32,35.5,0,0,47,52.2,,2,2,,2.48,2.54
2014-15,North Central Educational Service District 171,04,Chelan,04228,Cascade School District,6,97,97,63,64.9,63,64.9,64.9,8,8.19,26,26.8,0,0,32,32.89,31,31.89,0,0,34,35,,1,,,97,97,54,55.6,54,55.6,55.7,18,18.5,25,25.69,0,0,21,21.6,33,34,0,0,43,44.29,,1,,,2.88,2.71
2014-15,North Central Educational Service District 171,04,Chelan,04228,Cascade School District,7,99,99,77,77.7,77,77.7,77.8,10,10.09,12,12.09,0,0,48,48.39,29,29.19,0,0,22,22.19,,4,,,99,99,57,57.5,57,57.5,57.6,14,14.09,28,28.19,0,0,21,21.19,36,36.29,0,0,42,42.39,,4,,,2.96,2.79
2014-15,North Central Educational Service District 171,04,Chelan,04228,Cascade School District,8,97,95,64,65.9,64,65.9,67.4,13,13.4,18,18.5,0,0,38,39.1,26,26.8,2,2,33,34,,6,2,,97,95,55,56.7,55,56.7,57.9,17,17.5,23,23.69,0,0,24,24.69,31,31.89,2,2,42,43.2,,6,2,,2.75,2.67
2014-15,North Central Educational Service District 171,04,Chelan,04228,Cascade School District,11,101,95,59,58.39,59,58.39,62.1,10,9.9,26,25.69,1,0.9,30,29.69,28,27.69,6,5.9,42,41.5,23,3,,,97,89,26,26.8,26,26.8,29.2,34,35,29,29.8,0,0,16,16.39,10,10.3,8,8.19,71,73.09,27,3,,,2.61,1.85
